member_id,Username,Password,Trust,Name,is_admin,
1,jacobk52,password,100,jacobk,TRUE
2,dadcountry,password123,3.5529206381356233,dadcountry,FALSE
3,videolabel,password123,17.10124100180742,videolabel,FALSE
4,hibiscussurvival,password123,15.511717760555667,hibiscussurvival,FALSE
5,demoniccarpus,password123,5.846311489049012,demoniccarpus,FALSE
6,gotslothful,password123,10.413266654746877,gotslothful,FALSE
7,exactingwitch,password123,9.540330230986024,exactingwitch,FALSE
8,burninspector,password123,13.380266481732496,burninspector,FALSE
9,withdrawscientific,password123,15.98574367157475,withdrawscientific,FALSE
10,makeshiftblaring,password123,2.783332148710463,makeshiftblaring,FALSE
11,transportexhibition,password123,1.5386020539181198,transportexhibition,FALSE
12,incisiveoutrigger,password123,16.879536974477524,incisiveoutrigger,FALSE
13,covertfarflung,password123,9.222574290196015,covertfarflung,FALSE
14,guacamolearmed,password123,15.483321566700898,guacamolearmed,FALSE
15,canoeingpistachio,password123,1.0400150136711033,canoeingpistachio,FALSE
16,hippiehabit,password123,9.462356687041227,hippiehabit,FALSE
17,glaringpremium,password123,14.709260614474868,glaringpremium,FALSE
18,liberalboyscouts,password123,5.3464822041386,liberalboyscouts,FALSE
19,sundresspeony,password123,18.960143215524525,sundresspeony,FALSE
20,nurseliterate,password123,18.12712169461819,nurseliterate,FALSE
21,overripealready,password123,1.581209677637517,overripealready,FALSE
22,sweetshistorian,password123,1.483471358875755,sweetshistorian,FALSE
23,walrusfritter,password123,11.286836983076435,walrusfritter,FALSE
24,enterpriseamphora,password123,18.843834092791703,enterpriseamphora,FALSE
25,bloodkitchen,password123,8.242880516076037,bloodkitchen,FALSE
26,barelyjeer,password123,5.115388545481654,barelyjeer,FALSE
27,disordergothic,password123,9.020214936071628,disordergothic,FALSE
28,pumpkinslagan,password123,1.551774963922491,pumpkinslagan,FALSE
29,progressdivision,password123,5.212141659187666,progressdivision,FALSE
30,polopartial,password123,9.31986427936087,polopartial,FALSE
31,cooingdealer,password123,10.420432586255162,cooingdealer,FALSE
32,impartialgeneral,password123,5.42860455489388,impartialgeneral,FALSE
33,talentprime,password123,5.386464289278702,talentprime,FALSE
34,plophover,password123,5.156839709416084,plophover,FALSE
35,managehushed,password123,9.732465849016938,managehushed,FALSE
36,crystalsirritate,password123,6.505850677219226,crystalsirritate,FALSE
37,bakedwomens,password123,1.4083044000522686,bakedwomens,FALSE
38,mincedher,password123,16.913981537588885,mincedher,FALSE
39,outplacid,password123,11.572632130396235,outplacid,FALSE
40,whinegigantic,password123,13.203592895716465,whinegigantic,FALSE
41,extensiverusk,password123,4.532219051999636,extensiverusk,FALSE
42,insistentnative,password123,19.858324831345236,insistentnative,FALSE
43,scuttlescultivated,password123,17.338984047110507,scuttlescultivated,FALSE
44,snowunbreaking,password123,3.296909236310322,snowunbreaking,FALSE
45,breechesfewer,password123,7.321208521842453,breechesfewer,FALSE
46,retinaoccasion,password123,14.708203744082098,retinaoccasion,FALSE
47,planehop,password123,14.512643624210313,planehop,FALSE
48,celebrityradiant,password123,18.792371149189734,celebrityradiant,FALSE
